PkMn, PokeName, Quick Move Name, Charge Move Name, Attack, Defense, Att*Def, Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%, Defender Quick Move PPS, Defender Charge PPS Active Fraction, Defender Total PPS, D_IV0%, D_IV10%, D_IV20%, D_IV30%, D_IV40%, D_IV50%, D_IV60%, D_IV70%, D_IV80%, D_IV90%, D_IV100%
2,Ivysaur,Vine Whip,Solar Beam,30.4230362538,18.96,576.820767372,1,156,158,120,13.4615384615,30.9487833595,0.345417925478,19.5019463165,595.244621718,614.053298221,633.250746023,652.840914269,672.827752103,693.21520867,714.007233113,735.207774576,756.820782204,778.85020514, 3.30188679245, 0.114600735048, 5.40621546429,159.902878517,165.010231632,170.224262894,175.546067062,180.976738894,186.517373148,192.169064583,197.932907958,203.809998031,209.801429562,215.908297308
2,Ivysaur,Vine Whip,Power Whip,27.4290780142,18.96,520.055319149,1,156,158,120,13.4615384615,31.25,0.231678486998,17.5827423168,536.666065492,553.623763298,570.931973072,588.594255319,606.614170545,624.995279255,643.741141955,662.855319149,682.341371343,702.202859043, 3.30188679245, 0.0688685874912, 4.58099086437,135.49471539,139.822463353,144.240605719,148.750070137,153.351784259,158.046675735,162.835672215,167.719701352,172.699690794,177.776568193,182.9512612
3,Venusaur,Razor Leaf,Sludge Bomb,33.8449439697,32.0,1083.03820703,1,198,200,160,12.9310344828,26.7655835544,0.300867888139,17.0934060453,1109.73449629,1136.86346239,1164.42856675,1192.43327077,1220.88103589,1249.7753235,1279.11959502,1308.91731187,1339.17193547,1369.88692723, 5.4347826087, 0.153166421208, 7.47206845767,473.430257478,485.100049934,496.958979124,509.00855814,521.250300076,533.685718027,546.316325086,559.143634348,572.169158905,585.394411852,598.820906283
3,Venusaur,Razor Leaf,Petal Blizzard,34.3672615901,32.0,1099.75237088,1,198,200,160,12.9310344828,25.7139008621,0.346257889991,17.3572028233,1126.86065498,1154.40829328,1182.39880061,1210.8356918,1239.72248169,1269.06268511,1298.85981689,1329.11739187,1359.83892488,1391.02793076, 5.4347826087, 0.182076813656, 7.72256830333,489.301927699,501.362947996,513.619445804,526.072984941,538.725129229,551.577442488,564.631488537,577.888831196,591.351034287,605.019661628,618.896277039
3,Venusaur,Razor Leaf,Solar Beam,35.8887981794,32.0,1148.44154174,1,198,200,160,12.9310344828,30.93552076,0.288518155054,18.1256556462,1176.74998682,1205.51723755,1234.74696439,1264.44283777,1294.60852815,1325.24770597,1356.36404168,1387.96120571,1420.04286852,1452.61270055, 5.4347826087, 0.145616641902, 7.79669646974,493.998688323,506.175481157,518.54962787,531.122707293,543.896298258,556.871979595,570.051330136,583.435928712,597.027354153,610.827185291,624.837000956
3,Venusaur,Vine Whip,Sludge Bomb,36.1193786982,32.0,1155.82011834,1,198,200,160,13.4615384615,26.7788461538,0.358974358974,18.2421104536,1184.31044123,1213.26251753,1242.68004128,1272.56670651,1302.92620724,1333.7622375,1365.07849132,1396.87866272,1429.16644574,1461.94553439, 3.30188679245, 0.120769741208, 5.16697080292,327.379270073,335.448986945,343.649492765,351.981833845,360.447056496,369.046207031,377.780331761,386.650476997,395.657689051,404.803014235,414.087498859
3,Venusaur,Vine Whip,Petal Blizzard,36.5628625473,32.0,1170.01160151,1,198,200,160,13.4615384615,25.7271634615,0.408014571949,18.4660921956,1198.85173656,1228.15929457,1257.93801492,1288.19163699,1318.92390017,1350.13854385,1381.83930741,1414.02993022,1446.71415168,1479.89571117, 3.30188679245, 0.144609425436, 5.42867606893,343.960915727,352.439360939,361.055219514,369.809590759,378.70357398,387.738268485,396.914773581,406.234188575,415.697612773,425.306145482,435.060886009
3,Venusaur,Vine Whip,Solar Beam,38.6138537067,32.0,1235.64331861,1,198,200,160,13.4615384615,30.9487833595,0.345417925478,19.5019463165,1266.10123898,1297.05280235,1328.50195789,1360.45265473,1392.90884202,1425.8744689,1459.35348452,1493.34983802,1527.86747854,1562.91035524, 3.30188679245, 0.114600735048, 5.40621546429,342.537811817,350.98117831,359.561389631,368.279540539,377.136725794,386.134040154,395.272578377,404.553435223,413.977705449,423.546483814,433.260865077
4,Charmander,Ember,Flame Charge,15.2380952381,8.424,128.365714286,0,128,108,78,11.9047619048,10.3782642089,0.345417925478,11.9047619048,134.2059375,140.216785714,146.400669643,152.76,159.2971875,166.014642857,172.914776786,180.0,187.272723214,194.735357143, 4.09836065574, 0.336956521739, 5.16530797101,55.6960695652,58.230059893,60.8380819973,63.5211818529,66.2804054348,69.1167987177,72.0314076766,75.0252782863,78.0994565217,81.2549883577,84.492919769
4,Charmander,Ember,Flame Burst,18.7936507937,8.424,158.317714286,1,128,108,78,11.9047619048,18.1547619048,0.444444444444,14.6825396825,165.52065625,172.934035714,180.560825893,188.404,196.46653125,204.751392857,213.261558036,222.0,230.969691964,240.173607143, 4.09836065574, 0.215938303342, 5.95758354756,64.2389552699,67.1616191597,70.1696701157,73.2643145485,76.4467588689,79.7182094875,83.0798728149,86.5329552619,90.0786632391,93.7182031571,97.4527814267
4,Charmander,Ember,Flamethrower,20.7490505405,8.424,174.790001753,1,128,108,78,11.9047619048,24.0045155993,0.355828220859,16.2101957347,182.742379314,190.927089505,199.347414891,208.006638037,216.908041507,226.054907866,235.450519678,245.098159509,255.001109923,265.162653484, 4.09836065574, 0.159779614325, 6.12832874197,66.0800528926,69.0864807464,72.1807428719,75.3640802557,78.6377338843,82.0029447443,85.4609538223,89.0130021049,92.6603305785,96.4041802299,100.245792045
4,Charmander,Scratch,Flame Charge,15.36,8.424,129.39264,0,128,108,78,12.0,10.3806451613,0.355828220859,12.0,135.279585,141.33852,147.571875,153.98208,160.571565,167.34276,174.298095,181.44,188.770905,196.29324, 2.4, 0.302649930265, 3.87283124128,41.759654882,43.6595835913,45.6150196544,47.6267473196,49.6955508351,51.8222144495,54.0075224109,56.2522589677,58.5572083682,60.9231548608,63.3508826937
4,Charmander,Scratch,Flame Burst,19.6192941176,8.424,165.272933647,1,128,108,78,12.0,18.1571428571,0.540441176471,15.3275735294,172.79231551,180.53137982,188.493230411,196.680971118,205.097705773,213.74653821,222.630572262,231.752911765,241.11666055,250.724922452, 2.4, 0.190414507772, 4.36317357513,47.046878972,49.1873592105,51.3903746343,53.656808786,55.9875452083,58.3834674438,60.8454590351,63.374403525,65.971184456,68.6366853708,71.371789812
4,Charmander,Scratch,Flamethrower,22.2471346578,8.424,187.409862358,1,128,108,78,12.0,24.0068965517,0.448123620309,17.3805739514,195.936402601,204.712049921,213.740323882,223.024744053,232.568829998,242.376101285,252.450077478,262.794278146,273.412222853,284.307431166, 2.4, 0.139710942877, 4.41251204405,47.5788818676,49.7435665105,51.9714934823,54.2635563167,56.6206485473,59.0436637078,61.533495332,64.0910369535,66.717182106,69.4128243232,72.1788571387
5,Charmeleon,Ember,Fire Punch,23.5168927906,16.24,381.91433892,1,160,140,116,11.9047619048,18.1547619048,0.446927374302,14.6980579941,394.663342561,407.690470205,420.998698208,434.591002926,448.470360718,462.639747938,477.102140945,491.860516095,506.917849744,522.27711825, 4.09836065574, 0.217644772639, 5.97227620158,155.183624822,160.363939872,165.657265319,171.064810549,176.587784946,182.227397898,187.98485879,193.861377008,199.858161938,205.976422966,212.217369478
5,Charmeleon,Ember,Flame Burst,23.4920634921,16.24,381.511111111,1,160,140,116,11.9047619048,18.1547619048,0.444444444444,14.6825396825,394.246654266,407.260027778,420.554204861,434.13215873,447.996862599,462.151289683,476.598413194,491.341206349,506.382642361,521.725694444, 4.09836065574, 0.215938303342, 5.95758354756,154.8018509,159.969421634,165.249724743,170.643966637,176.153353728,181.779092424,187.522389139,193.384450281,199.366482262,205.469691493,211.695284383
5,Charmeleon,Ember,Flamethrower,25.9363131756,16.24,421.205725971,1,160,140,116,11.9047619048,24.0045155993,0.355828220859,16.2101957347,435.266348438,449.633708333,464.311088222,479.301770669,494.609038239,510.236173495,526.186459004,542.46317733,559.069611037,576.009042689, 4.09836065574, 0.159779614325, 6.12832874197,159.238494031,164.55416808,169.985805429,175.534647066,181.201933976,186.988907147,192.896807564,198.926876215,205.080354086,211.358482164,217.762501435
5,Charmeleon,Scratch,Fire Punch,24.5486980609,16.24,398.67085651,1,160,140,116,12.0,18.1571428571,0.542936288089,15.3429362881,411.979223553,425.577917307,439.470044719,453.658712731,468.147028289,482.938098338,498.035029821,513.440929684,529.158904871,545.192062327, 2.4, 0.191968658178, 4.37919686582,113.789051361,117.587539353,121.468892697,125.433998181,129.483742593,133.619012719,137.840695348,142.149677266,146.546845261,151.03308612,155.609286631
5,Charmeleon,Scratch,Flame Burst,24.5241176471,16.24,398.271670588,1,160,140,116,12.0,18.1571428571,0.540441176471,15.3275735294,411.56671207,425.151789563,439.030006898,453.204467912,467.678276436,482.454536305,497.536351352,512.926825412,528.629062317,544.646165901, 2.4, 0.190414507772, 4.36317357513,113.372702176,117.157291665,121.024443307,124.975040642,129.009967216,133.130106569,137.336342244,141.629557785,146.010636734,150.480462633,155.039919025
5,Charmeleon,Scratch,Flamethrower,27.8089183223,16.24,451.616833554,1,160,140,116,12.0,24.0068965517,0.448123620309,17.3805739514,466.692634771,482.097319898,497.834408503,513.90742015,530.319874407,547.075290839,564.177189013,581.629088494,599.43450885,617.596969647, 2.4, 0.139710942877, 4.41251204405,114.654712953,118.482098321,122.392979449,126.38824987,130.468803117,134.635532725,138.889332226,143.231095155,147.661715046,152.182085431,156.793099845
6,Charizard,Ember,Fire Blast,36.4785551207,28.392,1035.69913699,1,212,182,156,11.9047619048,30.7854239257,0.280821917808,17.206865623,1061.73534006,1088.20089744,1115.09929353,1142.43401272,1170.20853939,1198.42635794,1227.09095275,1256.20580822,1285.77440873,1315.80023869, 4.09836065574, 0.118497109827, 6.16630539499,371.156334682,380.486748657,389.971027366,399.610419488,409.406173699,419.359538676,429.471763096,439.744095635,450.177784971,460.77407978,471.534228739
6,Charizard,Ember,Dragon Claw,31.3232804233,28.392,889.330577778,1,212,182,156,11.9047619048,24.8214285714,0.222222222222,14.7751322751,911.687255208,934.412609127,957.509631498,980.981314286,1004.83064945,1029.06062897,1053.67424479,1078.67448889,1104.06435322,1129.84682976, 4.09836065574, 0.089552238806, 5.28731343284,318.248894328,326.249280294,334.381597948,342.646917971,351.046311045,359.58084785,368.251599067,377.059635378,386.006027463,395.091846003,404.318161679
6,Charizard,Ember,Flamethrower,34.3656149576,28.392,975.708539877,1,212,182,156,11.9047619048,24.0045155993,0.355828220859,16.2101957347,1000.23665309,1025.16925121,1050.5096168,1076.26103243,1102.42678066,1129.01014406,1156.0144052,1183.44284663,1211.29875092,1239.58540064, 4.09836065574, 0.159779614325, 6.12832874197,368.870480441,378.14343085,387.569298382,397.149324023,406.88474876,416.77681358,426.82675947,437.035827415,447.405258402,457.936293419,468.63017345
6,Charizard,Wing Attack,Fire Blast,41.10719865,28.392,1167.11558407,1,212,182,156,15.0,30.862804878,0.276759884282,19.3901880424,1196.45543506,1226.27911973,1256.59056457,1287.3936961,1318.69244085,1350.49072531,1382.792476,1415.60161944,1448.92208214,1482.75779061, 4.09090909091, 0.0945011524531, 5.74591290747,345.85247365,354.546779666,363.384460573,372.366679919,381.494601252,390.769388119,400.192204067,409.764212643,419.486577396,429.360461872,439.387029619
6,Charizard,Wing Attack,Dragon Claw,36.5341145833,28.392,1037.27658125,1,212,182,156,15.0,25.2083333333,0.21875,17.2330729167,1063.35243933,1089.85830566,1116.79766995,1144.17402187,1171.99085115,1200.25164746,1228.95990051,1258.1191,1287.73273562,1317.80429707, 4.09090909091, 0.0709459459459, 5.05257601351,304.119804932,311.76500296,319.536275391,327.434645371,335.461136047,343.616770567,351.902572076,360.319563721,368.868768649,377.551210006,386.36791094
6,Charizard,Wing Attack,Flamethrower,38.5620847751,28.392,1094.85471093,1,212,182,156,15.0,24.0818965517,0.351211072664,18.1896626298,1122.37801241,1150.35519145,1178.78993144,1207.68591581,1237.04682796,1266.87635129,1297.17816921,1327.95596512,1359.21342244,1390.95422457, 4.09090909091, 0.128643852978, 5.73323035488,345.08909762,353.7642133,362.582387411,371.544780931,380.65255484,389.906870117,399.308887741,408.859768691,418.560673947,428.412764487,438.41720129
7,Squirtle,Bubble,Aqua Jet,15.2491698661,12.496,190.553626647,1,112,142,88,13.5869565217,13.6375462535,0.560859188544,13.6153302376,198.471877234,206.602424858,214.948026623,223.511439634,232.295420994,241.302727809,250.536117182,259.998346218,269.692172021,279.620351696, 7.26744186047, 0.405872193437, 8.19235985958,114.656336262,119.420756745,124.312916599,129.334474777,134.487090232,139.772421917,145.192128785,150.747869787,156.441303879,162.274090011,168.247887137
7,Squirtle,Bubble,Aqua Tail,19.2653268689,12.496,240.739524554,1,112,142,88,13.5869565217,24.2758441258,0.338129496403,17.2011847044,250.743196041,261.015077001,271.558650673,282.377400297,293.474809114,304.854360362,316.519537283,328.473823115,340.7207011,353.263654476, 7.26744186047, 0.214611872146, 9.35468160611,130.923633512,136.364024,141.950277362,147.684287919,153.567949995,159.603157913,165.791805997,172.135788568,178.63699995,185.297334467,192.118686441
7,Squirtle,Bubble,Water Pulse,15.2241847826,12.496,190.241413043,1,112,142,88,13.5869565217,13.5972496706,0.589285714286,13.5930221273,198.146689931,206.263916016,214.595843885,223.145226126,231.914815325,240.90736407,250.125624947,259.572350543,269.250293446,279.162206243, 7.26744186047, 0.434210526316, 8.24469036041,115.388728833,120.1835831,125.106992701,130.160627187,135.346156107,140.665249011,146.119575448,151.710804969,157.440607122,163.310651459,169.322607529
7,Squirtle,Tackle,Aqua Jet,13.7577622378,12.496,171.916996923,1,112,142,88,10.9090909091,13.5705996132,0.516483516484,12.2837162837,179.060822448,186.396181818,193.925562488,201.651451908,209.576337532,217.702706813,226.033047203,234.569846154,243.315591119,252.27276955, 3.87096774194, 0.27485380117, 5.41796916534,75.8272958129,78.9782173679,82.2136186071,85.5345966693,88.9422486932,92.4376718177,96.0219631813,99.6962199229,103.461539181,107.319018095,111.269753803
7,Squirtle,Tackle,Aqua Tail,16.6774290677,12.496,208.401153631,1,112,142,88,10.9090909091,24.2088974855,0.299363057325,14.8905616676,217.061038966,225.953105385,235.080368225,244.445842826,254.052544525,263.903488662,274.001690576,284.350165605,294.951929088,305.809996364, 3.87096774194, 0.131652661064, 5.5923605806,78.2679943529,81.5203365053,84.8598775401,88.2877499102,91.8050860688,95.4130184687,99.112679563,102.905201805,106.791717647,110.773359543,114.851259945
7,Squirtle,Tackle,Water Pulse,13.8195041322,12.496,172.688523636,1,112,142,88,10.9090909091,13.5303030303,0.545454545455,12.3388429752,179.864409122,187.232688017,194.795858936,202.556420496,210.516871312,218.67971,227.047435176,235.622545455,244.407539452,253.404915785, 3.87096774194, 0.298642533937, 5.54343891403,77.58331019,80.80720103,84.1175279412,87.51541347,91.0019801629,94.5783505662,98.2456472262,102.004992689,105.857509502,109.804320211,113.846547362
8,Wartortle,Water Gun,Aqua Jet,21.6,20.768,448.5888,0,144,176,118,15.0,13.6728723404,0.545454545455,15.0,462.93553125,477.58095,492.52809375,507.78,523.33970625,539.21025,555.39466875,571.896,588.71728125,605.86155, 3.0, 0.247554552295, 4.62668359669,138.365229508,142.790415251,147.30772983,151.918110151,156.622493115,161.421815627,166.317014589,171.309026906,176.398789481,181.587239216,186.875313017
8,Wartortle,Water Gun,Ice Beam,23.9168545994,20.768,496.70523632,1,144,176,118,15.0,18.1832191781,0.505440158259,16.6089268051,512.590823602,528.807136139,545.357537238,562.245390208,579.474058355,597.046904989,614.967293416,633.238586944,651.86414888,670.847342533, 3.0, 0.169711059449, 4.65099219528,139.092200513,143.540636184,148.081684738,152.716287999,157.445387795,162.26992595,167.190844291,172.209084644,177.325588834,182.541298688,187.857156032
8,Wartortle,Water Gun,Hydro Pump,29.0909138381,20.768,604.16009859,1,144,176,118,15.0,29.9802631579,0.34725848564,20.2020234987,623.482298713,643.206771629,663.337608247,683.878899478,704.834736231,726.209209416,748.006409942,770.230428721,792.88535666,815.97528467, 3.0, 0.0961677512654, 4.72969088937,141.445757362,145.969464301,150.58735121,155.300375851,160.109495987,165.01566938,170.019853792,175.123006986,180.326086725,185.63005077,191.035856884
8,Wartortle,Bite,Aqua Jet,18.7110170132,20.768,388.590401331,1,144,176,118,12.0,13.5978723404,0.621928166352,12.9937618147,401.018268576,413.704874104,426.652849151,439.864824953,453.343432747,467.091303771,481.111069261,495.405360454,509.976808586,524.828044894, 2.4, 0.247554552295, 4.16221971407,124.475009791,128.455959634,132.519789677,136.667342769,140.899461761,145.216989501,149.620768839,154.111642624,158.690453707,163.358044936,168.11525916
8,Wartortle,Bite,Ice Beam,21.725768546,20.768,451.200761163,1,144,176,118,12.0,18.1082191781,0.505440158259,15.0873392681,465.631027947,480.361721374,495.39589663,510.736608902,526.386913376,542.349865237,558.628519673,575.225931869,592.145157012,609.389250288, 2.4, 0.169711059449, 4.14390900033,123.927411051,127.890847635,131.936799806,136.066106707,140.279607479,144.578141264,148.962547203,153.433664438,157.99233211,162.639389362,167.375675333
8,Wartortle,Bite,Hydro Pump,26.2335665796,20.768,544.818710726,1,144,176,118,12.0,29.9052631579,0.34725848564,18.2177545692,562.243059311,580.030168935,598.183728691,616.707427676,635.604954985,654.879999713,674.536250955,694.577397807,715.007129364,735.829134721, 2.4, 0.0961677512654, 4.18234273319,125.076807191,129.077003671,133.160481049,137.328086252,141.580666204,145.919067828,150.34413805,154.856723793,159.457671983,164.147829543,168.928043397
9,Blastoise,Water Gun,Flash Cannon,28.7806335616,35.076,1009.50950281,1,186,222,158,15.0,15.7596153846,0.623287671233,15.4734589041,1034.25324633,1059.39423223,1084.93559388,1110.88046466,1137.23197793,1163.99326708,1191.16746548,1218.75770651,1246.76712353,1275.19884994, 3.0, 0.248633879781, 4.99696038251,326.008491221,333.999174292,342.118141829,350.366405715,358.744977836,367.254870076,375.897094319,384.672662449,393.582586352,402.627877912,411.809549013
9,Blastoise,Water Gun,Ice Beam,30.8926038576,35.076,1083.58897291,1,186,222,158,15.0,18.1832191781,0.505440158259,16.6089268051,1110.14845309,1137.13432595,1164.54995478,1192.39870291,1220.68393363,1249.40901026,1278.57729609,1308.19215445,1338.25694864,1368.77504195, 3.0, 0.169711059449, 4.65099219528,303.43705617,310.874498485,318.431343398,326.108532734,333.907008319,341.827711979,349.871585539,358.039570826,366.332609666,374.751643885,383.297615308
9,Blastoise,Water Gun,Hydro Pump,37.5757637076,35.076,1318.00748781,1,186,222,158,15.0,29.9802631579,0.34725848564,20.2020234987,1350.31272035,1383.13658934,1416.48318569,1450.35660031,1484.76092411,1519.70024799,1555.17866287,1591.20025966,1627.76912926,1664.88936259, 3.0, 0.0961677512654, 4.72969088937,308.571466002,316.134756088,323.819469164,331.626562991,339.556995332,347.61172395,355.791706607,364.097901065,372.531265087,381.092756435,389.783332872
9,Blastoise,Bite,Flash Cannon,26.591630137,35.076,932.728018685,1,186,222,158,12.0,15.6846153846,0.623287671233,14.2965753425,955.58979741,978.818604966,1002.41733641,1026.38888679,1050.73615118,1075.46202462,1100.56940218,1126.0611789,1151.94024986,1178.20951009, 2.4, 0.248633879781, 4.53308743169,295.744789043,302.993688819,310.358964283,317.841533384,325.442314072,333.162224298,341.002182012,348.963105164,357.045911705,365.251519584,373.580846752
9,Blastoise,Bite,Ice Beam,28.0624510386,35.076,984.318532629,1,186,222,158,12.0,18.1082191781,0.505440158259,15.0873392681,1008.44482887,1032.95845482,1057.86246568,1083.15991663,1108.85386285,1134.94735954,1161.44346188,1188.34522504,1215.65570423,1243.37795463, 2.4, 0.169711059449, 4.14390900033,270.354258898,276.98082004,283.713765685,290.553934976,297.502167054,304.55930106,311.726176136,319.003631424,326.392506066,333.893639202,341.507869974
9,Blastoise,Bite,Hydro Pump,33.8850234987,35.076,1188.55108424,1,186,222,158,12.0,29.9052631579,0.34725848564,18.2177545692,1217.68325498,1247.28312102,1277.35437146,1307.90069539,1338.92578192,1370.43332013,1402.42699912,1434.91050799,1467.88753583,1501.36177173, 2.4, 0.0961677512654, 4.18234273319,272.861727899,279.549748759,286.345140813,293.248750986,300.2614262,307.384013382,314.617359456,321.962311345,329.419715974,336.990420268,344.675271151
10,Caterpie,Bug Bite,Struggle,8.61111111111,5.94,51.15,0,62,66,90,13.8888888889,8.84955752212,0.34725848564,13.8888888889,54.47109375,57.93125,61.53328125,65.28,69.17421875,73.21875,77.41640625,81.77,86.28234375,90.95625, 2.55102040816, 0.194939620472, 3.26131602727,12.0107746652,12.790616477,13.6031122156,14.4489222973,15.3287071387,16.2431271564,17.1928427668,18.1785143863,19.2008024316,20.2603673191,21.3578694652
10,Caterpie,Tackle,Struggle,6.76363636364,5.94,40.176,0,62,66,90,10.9090909091,8.84955752212,0.34725848564,10.9090909091,42.7845681818,45.5023636364,48.3315954545,51.2744727273,54.3332045455,57.51,60.8070681818,64.2266181818,67.7708590909,71.442, 3.87096774194, 0.214692843572, 4.36985433819,16.0932995567,17.1382136637,18.2268809373,19.360186273,20.5390145662,21.7642507125,23.0367796073,24.3574861463,25.7272552248,27.1469717384,28.6175205826
11,Metapod,Bug Bite,Struggle,7.77777777778,8.6,66.8888888889,0,56,86,100,13.8888888889,8.84955752212,0.34725848564,13.8888888889,70.9266493056,75.1184722222,79.4671701389,83.9755555556,88.6464409722,93.4826388889,98.4869618056,103.662222222,109.011232639,114.536805556, 2.55102040816, 0.194939620472, 3.26131602727,15.7064979873,16.6546237062,17.638925573,18.6600640044,19.7186994167,20.8154922266,21.9511028506,23.126191705,24.3414192064,25.5974457714,26.8949318163
11,Metapod,Tackle,Struggle,6.10909090909,8.6,52.5381818182,0,56,86,100,10.9090909091,8.84955752212,0.34725848564,10.9090909091,55.7096590909,59.0021454545,62.41785,65.9589818182,69.62775,73.4263636364,77.3570318182,81.4219636364,85.6233681818,89.9634545455, 3.87096774194, 0.214692843572, 4.36985433819,21.0452184927,22.3156170836,23.6344882837,25.0027169886,26.4211880937,27.8907864946,29.4123970868,30.9869047657,32.6151944269,34.2981509658,36.036659278
12,Butterfree,Bug Bite,Bug Buzz,26.9832535885,17.28,466.27062201,1,144,144,120,13.8888888889,22.4060457516,0.569377990431,18.7383705476,481.985626738,498.04846247,514.462923725,531.232805024,548.361900886,565.854005831,583.71291438,601.942421053,620.546320369,639.528406848, 2.55102040816, 0.195402298851, 5.11728014961,127.334305419,131.625931606,136.012547306,140.495188768,145.074892241,149.752693975,154.529630219,159.406737221,164.385051232,169.465608499,174.649445274
