PkMn, PokeName, Quick Move Name, Charge Move Name, Attack, Defense, Att*Def, Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%, Defender Quick Move PPS, Defender Charge PPS Active Fraction, Defender Total PPS, D_IV0%, D_IV10%, D_IV20%, D_IV30%, D_IV40%, D_IV50%, D_IV60%, D_IV70%, D_IV80%, D_IV90%, D_IV100%
3,VENUSAUR,RAZOR_LEAF_FAST,SOLAR_BEAM,47.1779597915,31.68,1494.5977662,1,198,198,160,16.25,45.9183673469,0.255398361876,23.82725242,1531.55392405,1569.11106478,1607.2740134,1646.04759494,1685.4366344,1725.44595681,1766.08038719,1807.34475056,1849.24387193,1891.78257632, 5.41666666667, 0.102602452887, 8.15883936584,511.774621597,524.429012049,537.289188827,550.356804096,563.633510021,577.120958766,590.820802498,604.73469338,618.864283578,633.211225256,647.77717058
3,VENUSAUR,RAZOR_LEAF_FAST,SLUDGE_BOMB,45.3063540091,31.68,1435.30529501,1,198,198,160,16.25,43.4782608696,0.243570347958,22.8819969743,1470.79535812,1506.86256241,1543.51154146,1580.7469289,1618.57335831,1656.99546331,1696.01787751,1735.64523449,1775.88216788,1816.73331127, 5.41666666667, 0.0969295605057, 7.84166164961,491.879205298,504.041651923,516.401884859,528.961492042,541.722061409,554.685180896,567.852438441,581.225421978,594.805719446,608.59491878,622.594607917
3,VENUSAUR,RAZOR_LEAF_FAST,PETAL_BLIZZARD,43.3439086294,31.68,1373.13502538,1,198,198,160,16.25,52.8846153846,0.153976311337,21.8908629442,1407.0878359,1441.59278871,1476.6543167,1512.27685279,1548.46482987,1585.22268084,1622.55483859,1660.46573604,1698.95980608,1738.0414816, 5.41666666667, 0.0571967316153, 7.224230044,453.149943432,464.354751321,475.741772352,487.312469433,499.068305468,511.010743366,523.141246032,535.461276374,547.972297297,560.675771709,573.573162516
4,CHARMANDER,EMBER_FAST,FLAME_CHARGE,21.0352112676,7.488,157.511661972,1,116,96,78,12.5,23.0263157895,0.535211267606,18.1338028169,165.157575924,173.043808099,181.17403059,189.551915493,198.181134903,207.065360915,216.208265625,225.613521127,235.284799516,245.225772887, 4.16666666667, 0.277372262774, 7.48175182482,64.9870948905,68.1416913777,71.395439781,74.7498551551,78.2064525547,81.7667470347,85.4322536496,89.2044874544,93.0849635036,97.0751968522,101.176702555
4,CHARMANDER,EMBER_FAST,FLAME_BURST,22.8947368421,7.488,171.435789474,1,116,96,78,12.5,33.6538461538,0.342105263158,19.7368421053,179.757606908,188.340986842,197.189925987,206.308421053,215.70046875,225.370065789,235.321208882,245.557894737,256.084120066,266.903881579, 4.16666666667, 0.147727272727, 7.03125,61.074,64.0386474609,67.0964765625,70.2489111328,73.497375,76.8432919922,80.2880859375,83.8331806641,87.48,91.2299677734,95.0845078125
4,CHARMANDER,EMBER_FAST,FLAMETHROWER,24.1666666667,7.488,180.96,1,116,96,78,12.5,39.7727272727,0.305555555556,20.8333333333,189.744140625,198.804375,208.144921875,217.77,227.683828125,237.890625,248.394609375,259.2,270.311015625,281.731875, 4.16666666667, 0.127906976744, 7.19476744186,62.4943255814,65.5279183321,68.6568597384,71.8826067406,75.2066162791,78.6303452943,82.1552507267,85.7827895167,89.5144186047,93.351594931,97.295775436
4,CHARMANDER,SCRATCH_FAST,FLAME_CHARGE,20.0529968454,7.488,150.156840379,1,116,96,78,12.0,23.0263157895,0.479495268139,17.2870662461,157.445737382,164.96373123,172.714322555,180.701011987,188.927300158,197.396687697,206.112675237,215.078763407,224.298452839,233.775244164, 2.4, 0.155578300921, 4.53428863869,39.3851938588,41.2970256525,43.2689481064,45.301879414,47.3967377687,49.5544413639,51.775908393,54.0620570496,56.4138055271,58.8320720189,61.3177747185
4,CHARMANDER,SCRATCH_FAST,FLAME_BURST,21.2994350282,7.488,159.490169492,1,116,96,78,12.0,33.6538461538,0.293785310734,18.3615819209,167.232123941,175.217415254,183.449761653,191.932881356,200.670492585,209.666313559,218.9240625,228.447457627,238.240217161,248.306059322, 2.4, 0.0768094534712, 4.02511078287,34.9624342688,36.6595769479,38.4100624077,40.214705733,42.0743220089,43.9897263202,45.9617337518,47.9911593888,50.0788183161,52.2255256185,54.4320963811
4,CHARMANDER,SCRATCH_FAST,FLAMETHROWER,22.3076923077,7.488,167.04,1,116,96,78,12.0,39.7727272727,0.260355029586,19.2307692308,175.1484375,183.511730769,192.133774038,201.018461538,210.1696875,219.591346154,229.287331731,239.261538462,249.517860577,260.060192308, 2.4, 0.0657698056801, 4.07324364723,35.3805201794,37.0979575392,38.8693755605,40.6955990751,42.5774529148,44.5157619114,46.5113508969,48.5650447029,50.6776681614,52.8500461043,55.0830033632
5,CHARMELEON,FIRE_FANG_FAST,FLAME_BURST,33.3168693009,14.964,498.553632219,1,158,129,116,15.2777777778,33.6538461538,0.316109422492,21.0866261398,515.722600446,533.278244681,551.224834964,569.566641337,588.307933843,607.452982523,627.006057418,646.971428571,667.353366024,688.156139818, 4.74137931034, 0.125452352232, 7.10193003619,167.911784077,173.694255409,179.606958384,185.651331141,191.828811821,198.140838567,204.588849517,211.174282814,217.898576598,224.76316901,231.769498191
5,CHARMELEON,FIRE_FANG_FAST,FLAMETHROWER,35.0199680511,14.964,524.038801917,1,158,129,116,15.2777777778,39.7727272727,0.281150159744,22.1645367412,542.085417083,560.538474441,579.40246231,598.68186901,618.381182857,638.504892173,659.057485274,680.043450479,701.467276108,723.333450479, 4.74137931034, 0.108241082411, 7.24169741697,171.216321033,177.112592539,183.141658672,189.304985874,195.60404059,202.040289264,208.615198339,215.33023426,222.186863469,229.18655241,236.330767528
5,CHARMELEON,FIRE_FANG_FAST,FIRE_PUNCH,33.5290697674,14.964,501.729,1,158,129,116,15.2777777778,31.25,0.372093023256,21.2209302326,519.007320131,536.67477907,554.735674055,573.194302326,592.054961119,611.321947674,630.99955923,651.092093023,671.603846294,692.539116279, 4.74137931034, 0.155339805825, 7.40291262136,175.027951456,181.055486195,187.218771845,193.519307494,199.958592233,206.538125152,213.25940534,220.123931887,227.133203883,234.288720419,241.591980583
5,CHARMELEON,EMBER_FAST,FLAME_BURST,31.1842105263,14.964,466.640526316,1,158,129,116,12.5,33.6538461538,0.342105263158,19.7368421053,482.710485197,499.142368421,515.940172697,533.107894737,550.64953125,568.569078947,586.870534539,605.557894737,624.63515625,644.106315789, 4.16666666667, 0.147727272727, 7.03125,166.2406875,171.965610352,177.81946875,183.803686523,189.9196875,196.168895508,202.552734375,209.07262793,215.73,222.526274414,229.462875
5,CHARMELEON,EMBER_FAST,FLAMETHROWER,32.9166666667,14.964,492.565,1,158,129,116,12.5,39.7727272727,0.305555555556,20.8333333333,509.527734375,526.8725,544.603515625,562.725,581.241171875,600.15625,619.474453125,639.2,659.337109375,679.89, 4.16666666667, 0.127906976744, 7.19476744186,170.10675,175.964810592,181.954805233,188.078190861,194.336424419,200.730962845,207.263263081,213.934782068,220.746976744,227.701304052,234.79922093
5,CHARMELEON,EMBER_FAST,FIRE_PUNCH,31.6,14.964,472.8624,1,158,129,116,12.5,31.25,0.4,20.0,489.146625,505.7976,522.819375,540.216,557.991525,576.15,594.695475,613.632,632.963625,652.6944, 4.16666666667, 0.181818181818, 7.38636363636,174.636681818,180.650742188,186.80025,193.086700994,199.511590909,206.076415483,212.782670455,219.631851563,226.625454545,233.764975142,241.051909091
5,CHARMELEON,SCRATCH_FAST,FLAME_BURST,29.011299435,14.964,434.125084746,1,158,129,116,12.0,33.6538461538,0.293785310734,18.3615819209,449.075291314,464.36220339,479.989539195,495.961016949,512.280354873,528.951271186,545.97748411,563.362711864,581.110672669,599.225084746, 2.4, 0.0768094534712, 4.02511078287,95.1661772526,98.4434677345,101.794568685,105.22029519,108.721462334,112.298885201,115.953378877,119.685758447,123.496838996,127.387435607,131.358363368
5,CHARMELEON,SCRATCH_FAST,FLAMETHROWER,30.3846153846,14.964,454.675384615,1,158,129,116,12.0,39.7727272727,0.260355029586,19.2307692308,470.333293269,486.343846154,502.7109375,519.438461538,536.5303125,553.990384615,571.822572115,590.030769231,608.618870192,627.590769231, 2.4, 0.0657698056801, 4.07324364723,96.3041883408,99.6206691424,103.011843049,106.478534893,110.021569507,113.641771721,117.339966368,121.116978279,124.973632287,128.910753223,132.929165919
5,CHARMELEON,SCRATCH_FAST,FIRE_PUNCH,29.5391304348,14.964,442.023547826,1,158,129,116,12.0,31.25,0.347826086957,18.6956521739,457.245758152,472.8108,488.722459239,504.984521739,521.60077337,538.575,555.9109875,573.612521739,591.683388587,610.127373913, 2.4, 0.0963855421687, 4.27710843373,101.124187952,104.606657756,108.167559036,111.807757907,115.528120482,119.329512877,123.212801205,127.178851581,131.22853012,135.362702937,139.582236145
6,CHARIZARD,AIR_SLASH_FAST,DRAGON_CLAW,42.4527385159,27.456,1165.58238869,1,223,176,156,14.5833333333,29.4117647059,0.30035335689,19.0371024735,1194.80246108,1224.50184011,1254.6843808,1285.35393816,1316.51436722,1348.16952297,1380.32326044,1412.97943463,1446.14190056,1479.81451325, 5.46875, 0.138662316476, 7.56525285481,463.196828711,474.808744775,486.611134992,498.605531326,510.793465742,523.176470203,535.756076672,548.533817114,561.511223491,574.689827768,588.071161909
6,CHARIZARD,AIR_SLASH_FAST,OVERHEAT,52.265625,27.456,1435.005,1,223,176,156,14.5833333333,50.0,0.25,23.4375,1470.97924805,1507.54359375,1544.7027832,1582.4615625,1620.82467773,1659.796875,1699.38290039,1739.5875,1780.41541992,1821.87140625, 5.46875, 0.111111111111, 8.75,535.7352,549.165585938,562.816275,576.689039063,590.78565,605.107879688,619.6575,634.436282812,649.446,664.688423437,680.165325
6,CHARIZARD,AIR_SLASH_FAST,FIRE_BLAST,48.1790123457,27.456,1322.80296296,1,223,176,156,14.5833333333,41.6666666667,0.259259259259,21.6049382716,1355.96440972,1389.66981481,1423.92355324,1458.73,1494.09353009,1530.01851852,1566.50934028,1603.57037037,1641.2059838,1679.42055556, 5.46875, 0.116022099448, 8.2182320442,503.176707182,515.79088182,528.611970994,541.641638898,554.881549724,568.333367662,581.998756906,595.879381647,609.976906077,624.292994389,638.829310773
6,CHARIZARD,AIR_SLASH_FAST,FLAMETHROWER,47.5914634146,27.456,1306.67121951,1,223,176,156,14.5833333333,39.7727272727,0.268292682927,21.3414634146,1339.42825838,1372.72262195,1406.55863186,1440.94060976,1475.87287729,1511.3597561,1547.40556784,1584.01463415,1621.19127668,1658.93981707, 5.46875, 0.120879120879, 8.17307692308,500.412,512.956865986,525.707509615,538.665585938,551.83275,565.210656851,578.800961538,592.605319111,606.625384615,620.862813101,635.319259615
6,CHARIZARD,FIRE_SPIN_FAST,DRAGON_CLAW,45.0811444653,27.456,1237.74790244,1,223,176,156,15.9090909091,29.4117647059,0.31894934334,20.2157598499,1268.7770975,1300.31527486,1332.3665282,1364.93495122,1398.02463761,1431.63968105,1465.78417525,1500.46221388,1535.67789065,1571.43529925, 5.64516129032, 0.142497904443, 7.77451802179,476.009481978,487.942599408,500.071459765,512.39763739,524.922706622,537.648241801,550.575817267,563.707007361,577.043386421,590.586528788,604.338008801
6,CHARIZARD,FIRE_SPIN_FAST,OVERHEAT,55.75,27.456,1530.672,1,223,176,156,15.9090909091,50.0,0.266666666667,25.0,1569.04453125,1608.0465,1647.68296875,1687.959,1728.87965625,1770.45,1812.67509375,1855.56,1899.10978125,1943.3295, 5.64516129032, 0.114285714286, 9.0,551.04192,564.85603125,578.89674,593.16586875,607.66524,622.39667625,637.362,652.56303375,668.0016,683.67952125,699.59862
6,CHARIZARD,FIRE_SPIN_FAST,FIRE_BLAST,51.3486842105,27.456,1409.82947368,1,223,176,156,15.9090909091,41.6666666667,0.276315789474,23.0263157895,1445.17259457,1481.09546053,1517.60273437,1554.69907895,1592.38915707,1630.67763158,1669.5691653,1709.06842105,1749.18006168,1789.90875, 5.64516129032, 0.119318181818, 8.45170454545,517.4715,530.444031871,543.629356534,557.029185458,570.645230114,584.479201971,598.5328125,612.807773171,627.305795455,642.02859082,656.977870739
6,CHARIZARD,FIRE_SPIN_FAST,FLAMETHROWER,50.6818181818,27.456,1391.52,1,223,176,156,15.9090909091,39.7727272727,0.285714285714,22.7272727273,1426.40411932,1461.86045455,1497.89360795,1534.50818182,1571.70877841,1609.5,1647.88644886,1686.87272727,1726.4634375,1766.66318182, 5.64516129032, 0.124293785311, 8.40395480226,514.547932203,527.447172934,540.558004237,553.882127913,567.421245763,581.177059587,595.151271186,609.345582362,623.761694915,638.401310646,653.266131356
6,CHARIZARD,EMBER_FAST,DRAGON_CLAW,40.6975,27.456,1117.39056,1,223,176,156,12.5,29.4117647059,0.34,18.25,1145.40250781,1173.873945,1202.80856719,1232.21007,1262.08214906,1292.4285,1323.25281844,1354.5588,1386.35014031,1418.630535, 4.16666666667, 0.146551724138, 6.57327586207,402.461172414,412.550501751,422.805329741,433.226987473,443.816806034,454.576116514,465.50625,476.608537581,487.884310345,499.33489938,510.961635776
6,CHARIZARD,EMBER_FAST,OVERHEAT,51.7678571429,27.456,1421.33828571,1,223,176,156,12.5,50.0,0.285714285714,23.2142857143,1456.96992188,1493.18603571,1529.99132813,1567.3905,1605.38825223,1643.98928571,1683.19830134,1723.02,1763.45908259,1804.52025, 4.16666666667, 0.117647058824, 7.79411764706,477.209505882,489.172706801,501.332144118,513.68939614,526.246041176,539.003657537,551.963823529,565.128117463,578.498117647,592.07540239,605.86155
6,CHARIZARD,EMBER_FAST,FIRE_BLAST,47.1126760563,27.456,1293.5256338,1,223,176,156,12.5,41.6666666667,0.295774647887,21.1267605634,1325.953125,1358.91253521,1392.40814261,1426.44422535,1461.02506162,1496.15492958,1531.83810739,1568.07887324,1604.88150528,1642.25028169, 4.16666666667, 0.122807017544, 7.23684210526,443.089263158,454.197101151,465.487144737,476.960859375,488.619710526,500.465163651,512.498684211,524.721737664,537.135789474,549.742305099,562.54275
6,CHARIZARD,EMBER_FAST,FLAMETHROWER,46.4583333333,27.456,1275.56,1,223,176,156,12.5,39.7727272727,0.305555555556,20.8333333333,1307.53710938,1340.03875,1373.06914063,1406.6325,1440.73304688,1475.375,1510.56257813,1546.3,1582.59148438,1619.44125, 4.16666666667, 0.127906976744, 7.19476744186,440.513162791,451.556420331,462.780824128,474.187831123,485.778898256,497.555482467,509.519040698,521.671029887,534.012906977,546.546128906,559.272152616
6,CHARIZARD,WING_ATTACK_FAST,DRAGON_CLAW,41.7122302158,27.456,1145.25099281,1,223,176,156,12.5,29.4117647059,0.36690647482,18.7050359712,1173.9613759,1203.14270504,1232.79876799,1262.93335252,1293.5502464,1324.65323741,1356.24611331,1388.33266187,1420.91667086,1454.00192806, 3.57142857143, 0.142061281337, 5.98885793872,366.679086351,375.871391887,385.214481894,394.709569116,404.357866295,414.160586177,424.118941504,434.234145021,444.507409471,454.939947597,465.532972145
6,CHARIZARD,WING_ATTACK_FAST,OVERHEAT,53.8275862069,27.456,1477.8902069,1,223,176,156,12.5,50.0,0.310344827586,24.1379310345,1514.93954741,1552.59662069,1590.86631466,1629.75351724,1669.26311638,1709.4,1750.16905603,1791.57517241,1833.62323707,1876.31813793, 3.57142857143, 0.113924050633, 7.15189873418,437.88844557,448.865903877,460.023429114,471.362469541,482.884473418,494.590889003,506.483164557,518.562748339,530.831088608,543.289633623,555.939831646
6,CHARIZARD,WING_ATTACK_FAST,FIRE_BLAST,48.7457555178,27.456,1338.3634635,1,223,176,156,12.5,41.6666666667,0.320882852292,21.8590831919,1371.91499761,1406.01688879,1440.67356351,1475.88944822,1511.66896939,1548.01655348,1584.93662696,1622.4336163,1660.51194795,1699.17604839, 3.57142857143, 0.118942731278, 6.61579609817,405.064553807,415.219147508,425.540310415,436.029382227,446.687702643,457.516611361,468.517448081,479.6915525,491.040264317,502.564923232,514.266868943
6,CHARIZARD,WING_ATTACK_FAST,FLAMETHROWER,48.0121237458,27.456,1318.22086957,1,223,176,156,12.5,39.7727272727,0.33110367893,21.5301003344,1351.26744748,1384.8560995,1418.99118546,1453.67706522,1488.91809861,1524.71864548,1561.08306569,1598.01571906,1635.52096546,1673.60316472, 3.57142857143, 0.123904881101, 6.57853566959,402.783214018,412.88061664,423.143650344,433.573647284,444.171939612,454.939859483,465.878739049,476.989910464,488.274705882,499.734457457,511.37049734
7,SQUIRTLE,TACKLE_FAST,AQUA_TAIL,17.2634615385,10.736,185.340523077,1,94,122,88,10.0,32.8947368421,0.365384615385,18.3653846154,193.862314063,202.6390625,211.67448738,220.972307692,230.536242428,240.370010577,250.47733113,260.861923077,271.527505409,282.477797115, 2.0, 0.103260869565, 4.17119565217,42.0950391304,44.030531267,46.0239300272,48.0760800781,50.187826087,52.3600127208,54.5934846467,56.8890865319,59.2476630435,61.6700588485,64.1571186141
7,SQUIRTLE,TACKLE_FAST,WATER_PULSE,15.762195122,10.736,169.222926829,1,94,122,88,10.0,27.34375,0.390243902439,16.7682926829,177.003645198,185.01714939,193.266834985,201.756097561,210.488332698,219.466935976,228.695302973,238.176829268,247.914910442,257.912942073, 2.0, 0.113475177305, 3.94503546099,39.8126666667,41.6432173648,43.5285350177,45.4694184951,47.4666666667,49.521078402,51.6334525709,53.804588043,56.0352836879,58.3263383754,60.6785509752
7,SQUIRTLE,TACKLE_FAST,AQUA_JET,14.2194915254,10.736,152.660461017,1,94,122,88,10.0,21.6346153846,0.440677966102,15.1271186441,159.679652066,166.908845339,174.351104078,182.009491525,189.887070922,197.986905508,206.312058528,214.86559322,223.650572828,232.670060593, 2.0, 0.13612565445, 3.78926701571,38.2406764398,39.9989484375,41.8098249346,43.6740732575,45.592460733,47.5657546875,49.5947224476,51.68013134,53.8227486911,56.0233418276,58.2826780759
7,SQUIRTLE,BUBBLE_FAST,AQUA_TAIL,19.4531722054,10.736,208.849256798,1,94,122,88,12.5,32.8947368421,0.401812688822,20.6948640483,218.45195827,228.341956193,238.523441276,249.00060423,259.777635763,270.858726586,282.248067409,293.949848943,305.968261896,318.307496979, 4.6875, 0.201210287443, 8.37745839637,84.5439697428,88.4312256288,92.4347815809,96.5563340346,100.797579425,105.160214188,109.645934758,114.256437571,118.993419062,123.858575667,128.85360382
7,SQUIRTLE,BUBBLE_FAST,WATER_PULSE,17.7146946565,10.736,190.184961832,1,94,122,88,12.5,27.34375,0.427480916031,18.8454198473,198.929495766,207.93565124,217.207244454,226.748091603,236.562008886,246.6528125,257.024318643,267.680343511,278.624703304,289.861214218, 4.6875, 0.21875, 7.84912109375,79.2120742188,82.8541743317,86.6052398682,90.4668602753,94.440625,98.5281234894,102.73094519,107.05067955,111.488916016,116.047244034,120.727253052
7,SQUIRTLE,BUBBLE_FAST,AQUA_JET,15.8625,10.736,170.2998,1,94,122,88,12.5,21.6346153846,0.478947368421,16.875,178.130032031,186.19453125,194.496714844,203.04,211.827803906,220.86354375,230.150636719,239.6925,249.492550781,259.55420625, 4.6875, 0.256338028169, 7.36795774648,74.3562507042,77.775084408,81.2962037852,84.9211008473,88.6512676056,92.4881960717,96.433378257,100.488306173,104.654471831,108.933367243,113.326484419
8,WARTORTLE,BITE_FAST,HYDRO_PUMP,24.9208860759,18.29,455.803006329,1,126,155,118,12.0,49.2424242424,0.208860759494,19.7784810127,471.61256428,487.78125,504.313068631,521.212025316,538.482125198,556.127373418,574.151775119,592.559335443,611.354059533,630.539952532, 2.4, 0.0501519756839, 4.00835866261,92.3742287234,95.5782350636,98.8550231763,102.205404754,105.630191489,109.130195075,112.706227204,116.359099568,120.08962386,123.898611773,127.786875
8,WARTORTLE,BITE_FAST,AQUA_JET,19.8133828996,18.29,362.386773234,1,126,155,118,12.0,21.6346153846,0.386617100372,15.7249070632,374.956182853,387.811117472,400.954761385,414.390298885,428.120914266,442.149791822,456.480115846,471.115070632,486.057840474,501.311609665, 2.4, 0.111948331539, 3.82669537137,88.1877255113,91.2465227059,94.3748031216,97.5733416644,100.84291324,104.184292754,107.598255113,111.085575222,114.647027987,118.283388314,121.995431109
